Date,Open,High,Low,Close,Adj Close,Volume,count,tb_polarity,tb_subjectivity,v_pos,v_neg,v_neu,v_com,mv_pos,mv_neg,mv_neu,mv_com
28/6/2021,26.98,27.5,26.860001,27.379999,27.379999,42184600,273,0.072103427,0.308057302,0.105128205,0.047197802,0.847666667,0.105785348,0.192245421,0.0573663,0.750399267,0.222904396
29/6/2021,27.379999,27.440001,26.440001,26.629999,26.629999,38478900,160,0.06389256,0.253784422,0.07953125,0.0455875,0.87489375,0.06823875,0.17951875,0.07338125,0.74710625,0.180889375
30/6/2021,26.48,26.92,26.209999,26.360001,26.360001,28957100,111,0.14132581,0.28709672,0.110234234,0.061315315,0.82845045,0.104982883,0.173981982,0.077369369,0.74863964,0.169011712
1/7/2021,26.1,26.129999,24.59,24.719999,24.719999,55429800,247,0.039765513,0.304903897,0.093558704,0.088643725,0.817785425,0.018028745,0.167574899,0.105388664,0.727008097,0.121072874
2/7/2021,25,25.34,24.33,24.440001,24.440001,29389500,110,0.016184502,0.316122382,0.088672727,0.066745455,0.8446,0.033953636,0.183163636,0.091072727,0.725736364,0.160592727
6/7/2021,24.6,25.200001,24.469999,24.68,24.68,28764500,82,0.049300144,0.297776744,0.095219512,0.088853659,0.815939024,0.03595122,0.194646341,0.110134146,0.695207317,0.119096341
7/7/2021,24.23,24.26,22.719999,22.889999,22.889999,66937300,205,0.0187494,0.352789359,0.089717073,0.120004878,0.790297561,-0.04078878,0.140790244,0.138097561,0.721117073,0.017116585
8/7/2021,22.43,23.209999,22.25,23.08,23.08,34612600,136,0.022075522,0.289393224,0.123022059,0.071889706,0.805080882,0.071654412,0.235977941,0.090551471,0.673477941,0.202171324
9/7/2021,22.959999,23.389999,22.76,23.290001,23.290001,22492400,78,0.048487647,0.341924094,0.094397436,0.092730769,0.812897436,0.025597436,0.200987179,0.100717949,0.698307692,0.178003846
12/7/2021,23.26,23.495001,22.879999,22.950001,22.950001,23457200,82,-0.011078888,0.263935422,0.09154878,0.101487805,0.80695122,-0.022019512,0.1625,0.11704878,0.720426829,0.073095122
13/7/2021,22.98,22.99,22.42,22.450001,22.450001,24748800,98,0.025565033,0.292192542,0.089132653,0.073785714,0.837071429,0.034455102,0.166132653,0.089020408,0.744846939,0.152558163
14/7/2021,22.49,22.620001,21.51,21.559999,21.559999,33796200,121,0.018558327,0.358823848,0.094809917,0.101512397,0.803669421,-0.00992314,0.181958678,0.116719008,0.701289256,0.131570248
15/7/2021,21.719999,22.055,21.01,21.469999,21.469999,31871000,75,0.054441484,0.299276846,0.10764,0.081893333,0.81044,0.044625333,0.193186667,0.11336,0.69344,0.139032
16/7/2021,21.6,21.709999,21.24,21.370001,21.370001,19503100,52,-0.034375509,0.38766509,0.069519231,0.114576923,0.815923077,-0.073894231,0.147153846,0.138076923,0.714826923,0.014332692
19/7/2021,20.969999,21.690001,20.549999,21.540001,21.540001,30314400,72,0.087652531,0.351097049,0.106194444,0.084041667,0.80975,0.041615278,0.1655,0.110236111,0.724263889,0.085518056
20/7/2021,21.629999,22.35,21.219999,22.18,22.18,22954000,43,0.117844948,0.326583742,0.117604651,0.054697674,0.827697674,0.109493023,0.198069767,0.065813953,0.736116279,0.179655814
21/7/2021,22.27,22.68,22.120001,22.52,22.52,20437300,34,0.032484633,0.331017351,0.077794118,0.073823529,0.848382353,0.036620588,0.155441176,0.076970588,0.767588235,0.190182353
22/7/2021,22.549999,22.67,21.879999,22.07,22.07,17468900,32,0.050939078,0.26635101,0.15171875,0.08559375,0.76265625,0.088228125,0.1881875,0.1171875,0.69459375,0.083128125
23/7/2021,22.01,22.08,21.51,21.809999,21.809999,17653300,68,0.009320007,0.297612263,0.106632353,0.079735294,0.813617647,0.093719118,0.190397059,0.093720588,0.715867647,0.201517647
26/7/2021,21.799999,22.299999,21.48,22.129999,22.129999,16267900,44,0.005091499,0.264978519,0.053727273,0.075681818,0.870590909,-0.010654545,0.152136364,0.098068182,0.749886364,0.124590909
